idFaturamento;idCheckIn;valorTotal;dataFaturamento;tipoPagamento;classificacao
1356;1356;174,11;10/07/2024 00:00:00;Cartão;1
1357;1357;161,04;10/07/2024 00:00:00;Fatura;5
1358;1358;185,07;11/07/2024 00:00:00;Cartão;2
1359;1359;101,52;11/07/2024 00:00:00;Dinheiro;3
1360;1360;147,12;11/07/2024 00:00:00;Cartão;3
1361;1361;153,47;11/07/2024 00:00:00;Fatura;2
1362;1362;166,56;11/07/2024 00:00:00;Fatura;1
1363;1363;190,25;11/07/2024 00:00:00;Cartão;5
1364;1364;179,89;11/07/2024 00:00:00;Dinheiro;5
1365;1365;93,62;11/07/2024 00:00:00;Cartão;2
1366;1366;178,07;11/07/2024 00:00:00;Dinheiro;4
1367;1367;86,5;11/07/2024 00:00:00;Fatura;1
1368;1368;149,46;11/07/2024 00:00:00;Cartão;1
1369;1369;159,18;12/07/2024 00:00:00;Cartão;4
1370;1370;133,99;12/07/2024 00:00:00;Dinheiro;2
1371;1371;126,44;12/07/2024 00:00:00;Dinheiro;4
1372;1372;130,16;12/07/2024 00:00:00;Dinheiro;1
1373;1373;141,48;12/07/2024 00:00:00;Fatura;4
1374;1374;196,06;12/07/2024 00:00:00;Dinheiro;5
1375;1375;167,11;12/07/2024 00:00:00;Dinheiro;5
1376;1376;137,76;12/07/2024 00:00:00;Dinheiro;1
1377;1377;152,7;12/07/2024 00:00:00;Fatura;4
1378;1378;176,36;12/07/2024 00:00:00;Dinheiro;5
1379;1379;139,79;12/07/2024 00:00:00;Cartão;2
1380;1380;151,89;12/07/2024 00:00:00;Cartão;3
1381;1381;161,79;13/07/2024 00:00:00;Dinheiro;3
1382;1382;147,15;13/07/2024 00:00:00;Cartão;3
1383;1383;126,7;13/07/2024 00:00:00;Cartão;2
1384;1384;186,55;13/07/2024 00:00:00;Cartão;5
1385;1385;197,82;13/07/2024 00:00:00;Cartão;2
1386;1386;177,85;13/07/2024 00:00:00;Dinheiro;2
1387;1387;161,44;13/07/2024 00:00:00;Fatura;5
1388;1388;140,5;13/07/2024 00:00:00;Fatura;1
1389;1389;156,89;13/07/2024 00:00:00;Dinheiro;3
1390;1390;122,9;13/07/2024 00:00:00;Dinheiro;5
1391;1391;164,29;13/07/2024 00:00:00;Fatura;5
1392;1392;158,98;13/07/2024 00:00:00;Fatura;4
1393;1393;180,09;13/07/2024 00:00:00;Dinheiro;5
1394;1394;119,18;13/07/2024 00:00:00;Fatura;4
1395;1395;138,04;14/07/2024 00:00:00;Fatura;2
1396;1396;137,61;14/07/2024 00:00:00;Cartão;2
1397;1397;159,88;14/07/2024 00:00:00;Dinheiro;2
1398;1398;178,35;14/07/2024 00:00:00;Cartão;2
1399;1399;156,7;14/07/2024 00:00:00;Cartão;4
1400;1400;159,48;14/07/2024 00:00:00;Dinheiro;1
1401;1401;136,03;14/07/2024 00:00:00;Dinheiro;1
1402;1402;162,82;14/07/2024 00:00:00;Cartão;3
1403;1403;210,17;14/07/2024 00:00:00;Fatura;4
1404;1404;222,36;14/07/2024 00:00:00;Cartão;2
1405;1405;161,39;15/07/2024 00:00:00;Cartão;4
1406;1406;183,59;15/07/2024 00:00:00;Cartão;1
1407;1407;159,13;15/07/2024 00:00:00;Dinheiro;2
1408;1408;138,39;15/07/2024 00:00:00;Cartão;3
1409;1409;155,96;15/07/2024 00:00:00;Dinheiro;1
1410;1410;110,42;15/07/2024 00:00:00;Fatura;5
1411;1411;189,49;15/07/2024 00:00:00;Fatura;2
1412;1412;172,12;15/07/2024 00:00:00;Cartão;5
1413;1413;156,28;15/07/2024 00:00:00;Cartão;2
1414;1414;175,4;15/07/2024 00:00:00;Fatura;5
1415;1415;126,9;15/07/2024 00:00:00;Cartão;4
1416;1416;136,56;15/07/2024 00:00:00;Cartão;3
1417;1417;150,76;15/07/2024 00:00:00;Fatura;4
1418;1418;182,24;16/07/2024 00:00:00;Dinheiro;5
1419;1419;122,86;16/07/2024 00:00:00;Dinheiro;4
1420;1420;210,57;16/07/2024 00:00:00;Fatura;3
1421;1421;90,74;16/07/2024 00:00:00;Fatura;4
1422;1422;171,16;16/07/2024 00:00:00;Dinheiro;5
1423;1423;202,85;16/07/2024 00:00:00;Cartão;5
1424;1424;185,55;16/07/2024 00:00:00;Cartão;3
1425;1425;187,67;16/07/2024 00:00:00;Dinheiro;1
1426;1426;154,57;16/07/2024 00:00:00;Dinheiro;5
1427;1427;173,1;16/07/2024 00:00:00;Fatura;2
1428;1428;139,37;16/07/2024 00:00:00;Dinheiro;2
1429;1429;156,07;16/07/2024 00:00:00;Dinheiro;4
1430;1430;167,97;16/07/2024 00:00:00;Dinheiro;5
1431;1431;120,65;16/07/2024 00:00:00;Fatura;3
1432;1432;136,54;16/07/2024 00:00:00;Cartão;1
1433;1433;115,6;17/07/2024 00:00:00;Dinheiro;2
1434;1434;161,4;17/07/2024 00:00:00;Cartão;2
1435;1435;170,75;17/07/2024 00:00:00;Cartão;3
1436;1436;99,07;17/07/2024 00:00:00;Fatura;5
1437;1437;160,63;17/07/2024 00:00:00;Cartão;3
1438;1438;153,06;17/07/2024 00:00:00;Dinheiro;5
1439;1439;135,12;17/07/2024 00:00:00;Cartão;2
1440;1440;155,12;17/07/2024 00:00:00;Dinheiro;4
1441;1441;147,83;17/07/2024 00:00:00;Fatura;2
1442;1442;117,81;17/07/2024 00:00:00;Fatura;5
1443;1443;132,08;17/07/2024 00:00:00;Dinheiro;5
1444;1444;150,83;18/07/2024 00:00:00;Fatura;5
1445;1445;176,92;18/07/2024 00:00:00;Cartão;4
1446;1446;144,33;18/07/2024 00:00:00;Dinheiro;5
1447;1447;139,37;18/07/2024 00:00:00;Cartão;4
1448;1448;188,94;18/07/2024 00:00:00;Dinheiro;3
1449;1449;202,11;18/07/2024 00:00:00;Fatura;3
1450;1450;174,34;18/07/2024 00:00:00;Cartão;1
1451;1451;191,06;18/07/2024 00:00:00;Dinheiro;2
1452;1452;161,68;18/07/2024 00:00:00;Fatura;1
1453;1453;144,35;18/07/2024 00:00:00;Cartão;3
1454;1454;164,62;18/07/2024 00:00:00;Dinheiro;1
1455;1455;187,7;18/07/2024 00:00:00;Dinheiro;5
1456;1456;155,24;19/07/2024 00:00:00;Dinheiro;1
1457;1457;168,18;19/07/2024 00:00:00;Dinheiro;2
1458;1458;120,21;19/07/2024 00:00:00;Fatura;5
1459;1459;131,24;19/07/2024 00:00:00;Fatura;2
1460;1460;161,41;19/07/2024 00:00:00;Fatura;2
1461;1461;215,98;19/07/2024 00:00:00;Fatura;1
1462;1462;170,27;19/07/2024 00:00:00;Dinheiro;1
1463;1463;193,55;19/07/2024 00:00:00;Cartão;5
1464;1464;151,84;19/07/2024 00:00:00;Cartão;5
1465;1465;159,64;19/07/2024 00:00:00;Cartão;1
1466;1466;167,96;19/07/2024 00:00:00;Cartão;4
1467;1467;118,1;19/07/2024 00:00:00;Cartão;2
1468;1468;193,8;19/07/2024 00:00:00;Cartão;4
1469;1469;211,35;19/07/2024 00:00:00;Fatura;1
1470;1470;187,04;19/07/2024 00:00:00;Dinheiro;3
1471;1471;153,27;20/07/2024 00:00:00;Dinheiro;3
1472;1472;117,4;20/07/2024 00:00:00;Fatura;2
1473;1473;166,43;20/07/2024 00:00:00;Fatura;2
1474;1474;179,94;20/07/2024 00:00:00;Cartão;4
1475;1475;143,14;20/07/2024 00:00:00;Cartão;2
1476;1476;102,31;20/07/2024 00:00:00;Cartão;3
1477;1477;149,3;20/07/2024 00:00:00;Dinheiro;4
1478;1478;161,81;20/07/2024 00:00:00;Dinheiro;3
1479;1479;128,97;20/07/2024 00:00:00;Cartão;5
1480;1480;98,11;20/07/2024 00:00:00;Dinheiro;3
1481;1481;213,74;20/07/2024 00:00:00;Fatura;4
1482;1482;195,85;20/07/2024 00:00:00;Dinheiro;2
1483;1483;178,78;21/07/2024 00:00:00;Dinheiro;4
1484;1484;133,98;21/07/2024 00:00:00;Cartão;3
1485;1485;193,1;21/07/2024 00:00:00;Cartão;4
1486;1486;188,55;21/07/2024 00:00:00;Fatura;5
1487;1487;137,7;21/07/2024 00:00:00;Cartão;4
1488;1488;201,69;21/07/2024 00:00:00;Fatura;5
1489;1489;142,31;21/07/2024 00:00:00;Dinheiro;1
1490;1490;210,84;21/07/2024 00:00:00;Fatura;5
1491;1491;212,83;21/07/2024 00:00:00;Fatura;5
1492;1492;121,17;21/07/2024 00:00:00;Dinheiro;1
1493;1493;131,09;21/07/2024 00:00:00;Dinheiro;5
1494;1494;125,25;21/07/2024 00:00:00;Cartão;3
1495;1495;173,31;21/07/2024 00:00:00;Dinheiro;3
1496;1496;161,28;21/07/2024 00:00:00;Fatura;1
1497;1497;134,93;22/07/2024 00:00:00;Fatura;2
1498;1498;147,36;22/07/2024 00:00:00;Dinheiro;2
1499;1499;207,09;22/07/2024 00:00:00;Fatura;2
1500;1500;203,99;22/07/2024 00:00:00;Fatura;3
1501;1501;190,22;22/07/2024 00:00:00;Fatura;1
1502;1502;147,63;22/07/2024 00:00:00;Cartão;4
1503;1503;170,88;22/07/2024 00:00:00;Dinheiro;2
1504;1504;183,37;22/07/2024 00:00:00;Cartão;4
1505;1505;225,14;22/07/2024 00:00:00;Cartão;3
1506;1506;153,6;22/07/2024 00:00:00;Fatura;5
1507;1507;131,74;22/07/2024 00:00:00;Fatura;3
1508;1508;153,1;22/07/2024 00:00:00;Fatura;1
1509;1509;169,85;22/07/2024 00:00:00;Fatura;2
1510;1510;168,79;23/07/2024 00:00:00;Dinheiro;2
1511;1511;118,01;23/07/2024 00:00:00;Cartão;5
1512;1512;166,29;23/07/2024 00:00:00;Cartão;5
1513;1513;208,74;23/07/2024 00:00:00;Dinheiro;3
1514;1514;144,26;23/07/2024 00:00:00;Dinheiro;4
1515;1515;92;23/07/2024 00:00:00;Cartão;3
1516;1516;166,7;23/07/2024 00:00:00;Dinheiro;2
1517;1517;171,71;23/07/2024 00:00:00;Cartão;2
1518;1518;166,27;23/07/2024 00:00:00;Fatura;1
1519;1519;97,82;23/07/2024 00:00:00;Cartão;3
1520;1520;125,3;23/07/2024 00:00:00;Fatura;3
1521;1521;160,09;23/07/2024 00:00:00;Fatura;3
1522;1522;156,26;24/07/2024 00:00:00;Cartão;2
1523;1523;136,26;24/07/2024 00:00:00;Fatura;4
1524;1524;154,34;24/07/2024 00:00:00;Fatura;1
1525;1525;202,21;24/07/2024 00:00:00;Cartão;2
1526;1526;177,27;24/07/2024 00:00:00;Cartão;5
1527;1527;107,31;24/07/2024 00:00:00;Fatura;4
1528;1528;163,1;24/07/2024 00:00:00;Cartão;3
1529;1529;202,93;24/07/2024 00:00:00;Fatura;2
1530;1530;119,1;24/07/2024 00:00:00;Fatura;3
1531;1531;176,87;24/07/2024 00:00:00;Fatura;2
1532;1532;176,95;25/07/2024 00:00:00;Fatura;4
1533;1533;122,4;25/07/2024 00:00:00;Cartão;5
1534;1534;127,35;25/07/2024 00:00:00;Dinheiro;5
1535;1535;209,5;25/07/2024 00:00:00;Cartão;5
1536;1536;165,13;25/07/2024 00:00:00;Fatura;5
1537;1537;170,58;25/07/2024 00:00:00;Dinheiro;5
1538;1538;155,51;25/07/2024 00:00:00;Fatura;2
1539;1539;178,17;25/07/2024 00:00:00;Cartão;3
1540;1540;179,12;25/07/2024 00:00:00;Cartão;1
1541;1541;137,32;25/07/2024 00:00:00;Dinheiro;5
1542;1542;138,48;26/07/2024 00:00:00;Dinheiro;5
1543;1543;182,88;26/07/2024 00:00:00;Dinheiro;5
1544;1544;171,17;26/07/2024 00:00:00;Cartão;1
1545;1545;154,62;26/07/2024 00:00:00;Cartão;5
1546;1546;191,33;26/07/2024 00:00:00;Cartão;3
1547;1547;174,17;26/07/2024 00:00:00;Dinheiro;1
1548;1548;171,36;26/07/2024 00:00:00;Dinheiro;3
1549;1549;146,04;26/07/2024 00:00:00;Dinheiro;5
1550;1550;147,69;26/07/2024 00:00:00;Fatura;3
1551;1551;111,67;26/07/2024 00:00:00;Fatura;4
1552;1552;187,53;26/07/2024 00:00:00;Fatura;4
1553;1553;199,87;26/07/2024 00:00:00;Fatura;1
1554;1554;201,68;26/07/2024 00:00:00;Dinheiro;1
1555;1555;160,92;27/07/2024 00:00:00;Dinheiro;1
1556;1556;127,54;27/07/2024 00:00:00;Cartão;4
1557;1557;176,89;27/07/2024 00:00:00;Fatura;4
1558;1558;172,65;27/07/2024 00:00:00;Fatura;5
1559;1559;165,78;27/07/2024 00:00:00;Fatura;5
1560;1560;192,62;27/07/2024 00:00:00;Cartão;1
1561;1561;196,35;27/07/2024 00:00:00;Dinheiro;3
1562;1562;161,88;27/07/2024 00:00:00;Cartão;5
1563;1563;149,39;27/07/2024 00:00:00;Dinheiro;3
1564;1564;173,55;27/07/2024 00:00:00;Fatura;3
1565;1565;189,73;27/07/2024 00:00:00;Fatura;5
1566;1566;137,22;27/07/2024 00:00:00;Cartão;5
1567;1567;142,71;27/07/2024 00:00:00;Cartão;2
1568;1568;161,22;27/07/2024 00:00:00;Cartão;3
1569;1569;133,05;28/07/2024 00:00:00;Dinheiro;2
1570;1570;155,13;28/07/2024 00:00:00;Cartão;4
1571;1571;164,43;28/07/2024 00:00:00;Cartão;3
1572;1572;156,54;28/07/2024 00:00:00;Fatura;1
1573;1573;170,15;28/07/2024 00:00:00;Cartão;3
1574;1574;224,71;28/07/2024 00:00:00;Cartão;5
1575;1575;120,58;28/07/2024 00:00:00;Fatura;1
1576;1576;160,79;28/07/2024 00:00:00;Cartão;3
1577;1577;149,23;28/07/2024 00:00:00;Fatura;1
1578;1578;172,57;28/07/2024 00:00:00;Cartão;2
1579;1579;169,25;28/07/2024 00:00:00;Fatura;1
1580;1580;176,31;28/07/2024 00:00:00;Fatura;4
1581;1581;98,25;28/07/2024 00:00:00;Dinheiro;2
1582;1582;194,4;28/07/2024 00:00:00;Dinheiro;5
1583;1583;207,36;28/07/2024 00:00:00;Dinheiro;1
1584;1584;148,74;29/07/2024 00:00:00;Cartão;5
1585;1585;150,2;29/07/2024 00:00:00;Dinheiro;5
1586;1586;155,87;29/07/2024 00:00:00;Fatura;4
1587;1587;178,5;29/07/2024 00:00:00;Dinheiro;3
1588;1588;114,45;29/07/2024 00:00:00;Dinheiro;5
1589;1589;196,84;29/07/2024 00:00:00;Cartão;5
1590;1590;178,54;29/07/2024 00:00:00;Cartão;4
1591;1591;188,09;29/07/2024 00:00:00;Fatura;5
1592;1592;171,24;29/07/2024 00:00:00;Dinheiro;5
1593;1593;209,14;29/07/2024 00:00:00;Fatura;4
1594;1594;163,13;29/07/2024 00:00:00;Dinheiro;1
1595;1595;146,56;29/07/2024 00:00:00;Dinheiro;1
1596;1596;155,89;29/07/2024 00:00:00;Cartão;2
1597;1597;135,58;29/07/2024 00:00:00;Fatura;4
1598;1598;181,13;29/07/2024 00:00:00;Dinheiro;5
1599;1599;157,89;29/07/2024 00:00:00;Fatura;4
1600;1600;138,68;30/07/2024 00:00:00;Cartão;5
1601;1601;186,97;30/07/2024 00:00:00;Dinheiro;1
1602;1602;180,56;30/07/2024 00:00:00;Cartão;1
1603;1603;171,36;30/07/2024 00:00:00;Cartão;2
1604;1604;155,23;30/07/2024 00:00:00;Fatura;5
1605;1605;140,3;30/07/2024 00:00:00;Dinheiro;3
1606;1606;147,57;30/07/2024 00:00:00;Dinheiro;3
1607;1607;127,01;30/07/2024 00:00:00;Fatura;1
1608;1608;118,27;30/07/2024 00:00:00;Fatura;5
1609;1609;185,28;30/07/2024 00:00:00;Cartão;1
1610;1610;140,52;31/07/2024 00:00:00;Dinheiro;2
1611;1611;171,68;31/07/2024 00:00:00;Cartão;5
1612;1612;144,03;31/07/2024 00:00:00;Cartão;5
1613;1613;168,75;31/07/2024 00:00:00;Cartão;2
1614;1614;161,72;31/07/2024 00:00:00;Cartão;2
1615;1615;105,86;31/07/2024 00:00:00;Dinheiro;5
1616;1616;127,43;31/07/2024 00:00:00;Cartão;1
1617;1617;100,04;31/07/2024 00:00:00;Fatura;2
1618;1618;147,28;31/07/2024 00:00:00;Dinheiro;1
1619;1619;137,01;31/07/2024 00:00:00;Cartão;3
1620;1620;148,21;31/07/2024 00:00:00;Cartão;3
1621;1621;185;31/07/2024 00:00:00;Cartão;5
1622;1622;190,1;31/07/2024 00:00:00;Dinheiro;4
1623;1623;124,73;31/07/2024 00:00:00;Cartão;3
1624;1624;135,82;31/07/2024 00:00:00;Fatura;5
1625;1625;106,97;31/07/2024 00:00:00;Dinheiro;4
1626;1626;156,2;01/08/2024 00:00:00;Cartão;2
1627;1627;147,69;01/08/2024 00:00:00;Cartão;1
1628;1628;151,09;01/08/2024 00:00:00;Cartão;2
1629;1629;152,03;01/08/2024 00:00:00;Cartão;3
1630;1630;163,98;01/08/2024 00:00:00;Fatura;5
1631;1631;181,97;01/08/2024 00:00:00;Cartão;3
1632;1632;127,89;01/08/2024 00:00:00;Fatura;1
1633;1633;192,11;01/08/2024 00:00:00;Dinheiro;5
1634;1634;127,13;01/08/2024 00:00:00;Fatura;4
1635;1635;148,76;01/08/2024 00:00:00;Dinheiro;1
1636;1636;179,36;01/08/2024 00:00:00;Fatura;5
1637;1637;180,77;01/08/2024 00:00:00;Cartão;3
1638;1638;180,44;01/08/2024 00:00:00;Dinheiro;5
1639;1639;115,4;02/08/2024 00:00:00;Fatura;3
1640;1640;125,48;02/08/2024 00:00:00;Fatura;5
1641;1641;137,66;02/08/2024 00:00:00;Cartão;2
1642;1642;152,05;02/08/2024 00:00:00;Fatura;3
1643;1643;177,89;02/08/2024 00:00:00;Fatura;2
1644;1644;182,33;02/08/2024 00:00:00;Cartão;5
1645;1645;222,31;02/08/2024 00:00:00;Dinheiro;4
1646;1646;150,13;02/08/2024 00:00:00;Fatura;1
1647;1647;173,54;02/08/2024 00:00:00;Dinheiro;4
1648;1648;128,59;02/08/2024 00:00:00;Cartão;3
1649;1649;142,83;02/08/2024 00:00:00;Fatura;4
1650;1650;155,69;02/08/2024 00:00:00;Dinheiro;1
1651;1651;194,83;02/08/2024 00:00:00;Dinheiro;5
1652;1652;163,62;02/08/2024 00:00:00;Cartão;3
1653;1653;114,86;02/08/2024 00:00:00;Cartão;3
1654;1654;160,66;03/08/2024 00:00:00;Fatura;5
1655;1655;133,16;03/08/2024 00:00:00;Fatura;2
1656;1656;168,26;03/08/2024 00:00:00;Dinheiro;2
1657;1657;195,71;03/08/2024 00:00:00;Dinheiro;1
1658;1658;180,79;03/08/2024 00:00:00;Fatura;5
1659;1659;179,11;03/08/2024 00:00:00;Cartão;2
1660;1660;165,8;03/08/2024 00:00:00;Fatura;4
1661;1661;128,16;03/08/2024 00:00:00;Dinheiro;1
1662;1662;125,03;03/08/2024 00:00:00;Dinheiro;4
1663;1663;162,51;03/08/2024 00:00:00;Dinheiro;3
1664;1664;217,58;03/08/2024 00:00:00;Cartão;1
1665;1665;155,53;03/08/2024 00:00:00;Cartão;5
1666;1666;169,65;03/08/2024 00:00:00;Cartão;2
1667;1667;217,25;03/08/2024 00:00:00;Fatura;4
1668;1668;157,27;03/08/2024 00:00:00;Cartão;5
1669;1669;183,28;04/08/2024 00:00:00;Dinheiro;3
1670;1670;179,87;04/08/2024 00:00:00;Cartão;2
1671;1671;157,8;04/08/2024 00:00:00;Cartão;3
1672;1672;176,19;04/08/2024 00:00:00;Dinheiro;5
1673;1673;177,74;04/08/2024 00:00:00;Dinheiro;4
1674;1674;187,36;04/08/2024 00:00:00;Cartão;3
1675;1675;140,61;04/08/2024 00:00:00;Dinheiro;1
1676;1676;175,4;04/08/2024 00:00:00;Cartão;3
1677;1677;191,23;04/08/2024 00:00:00;Dinheiro;1
1678;1678;154,63;04/08/2024 00:00:00;Cartão;4
1679;1679;210,59;04/08/2024 00:00:00;Cartão;4
1680;1680;141,77;04/08/2024 00:00:00;Dinheiro;2
1681;1681;138,91;04/08/2024 00:00:00;Dinheiro;3
1682;1682;145,86;04/08/2024 00:00:00;Fatura;3
1683;1683;163,02;05/08/2024 00:00:00;Dinheiro;4
1684;1684;160,55;05/08/2024 00:00:00;Fatura;2
1685;1685;111,08;05/08/2024 00:00:00;Cartão;4
1686;1686;177,4;05/08/2024 00:00:00;Dinheiro;3
1687;1687;134,45;05/08/2024 00:00:00;Cartão;2
1688;1688;152,28;05/08/2024 00:00:00;Cartão;3
1689;1689;151,27;05/08/2024 00:00:00;Cartão;5
1690;1690;148,67;05/08/2024 00:00:00;Fatura;1
1691;1691;169,68;05/08/2024 00:00:00;Dinheiro;2
1692;1692;95,38;05/08/2024 00:00:00;Dinheiro;2
1693;1693;179,03;05/08/2024 00:00:00;Fatura;2
1694;1694;168,92;05/08/2024 00:00:00;Cartão;4
1695;1695;119,73;05/08/2024 00:00:00;Dinheiro;3
1696;1696;124,15;05/08/2024 00:00:00;Dinheiro;1
1697;1697;190,89;05/08/2024 00:00:00;Cartão;1
1698;1698;172,03;06/08/2024 00:00:00;Dinheiro;2
1699;1699;136,11;06/08/2024 00:00:00;Fatura;3
1700;1700;164,9;06/08/2024 00:00:00;Cartão;4
1701;1701;143,18;06/08/2024 00:00:00;Fatura;1
1702;1702;196,96;06/08/2024 00:00:00;Fatura;5
1703;1703;198,11;06/08/2024 00:00:00;Dinheiro;4
1704;1704;89,76;06/08/2024 00:00:00;Fatura;4
1705;1705;142,22;06/08/2024 00:00:00;Fatura;1
1706;1706;130,87;06/08/2024 00:00:00;Dinheiro;4
1707;1707;177,11;06/08/2024 00:00:00;Dinheiro;4
1708;1708;183,91;06/08/2024 00:00:00;Cartão;2
1709;1709;150,87;06/08/2024 00:00:00;Fatura;2
1710;1710;166,3;06/08/2024 00:00:00;Dinheiro;1
1711;1711;158,71;06/08/2024 00:00:00;Dinheiro;4
1712;1712;117,42;07/08/2024 00:00:00;Fatura;1
1713;1713;107,23;07/08/2024 00:00:00;Dinheiro;3
1714;1714;145,36;07/08/2024 00:00:00;Fatura;1
1715;1715;162,47;07/08/2024 00:00:00;Fatura;1
1716;1716;150,03;07/08/2024 00:00:00;Cartão;4
1717;1717;196,38;07/08/2024 00:00:00;Cartão;4
1718;1718;163,64;07/08/2024 00:00:00;Fatura;5
1719;1719;149,36;07/08/2024 00:00:00;Cartão;3
1720;1720;178,73;07/08/2024 00:00:00;Fatura;5
1721;1721;191,03;07/08/2024 00:00:00;Fatura;5
1722;1722;165,65;07/08/2024 00:00:00;Dinheiro;2
1723;1723;180,55;07/08/2024 00:00:00;Fatura;1
1724;1724;169,51;07/08/2024 00:00:00;Cartão;2
1725;1725;160,04;07/08/2024 00:00:00;Cartão;5
1726;1726;156,28;07/08/2024 00:00:00;Cartão;1
1727;1727;181,47;07/08/2024 00:00:00;Dinheiro;5
1728;1728;102,26;08/08/2024 00:00:00;Cartão;5
1729;1729;185,9;08/08/2024 00:00:00;Dinheiro;4
1730;1730;153,88;08/08/2024 00:00:00;Fatura;2
1731;1731;219,46;08/08/2024 00:00:00;Cartão;3
1732;1732;180,13;08/08/2024 00:00:00;Fatura;1
1733;1733;177,01;08/08/2024 00:00:00;Cartão;3
1734;1734;176,11;08/08/2024 00:00:00;Fatura;3
1735;1735;144,2;08/08/2024 00:00:00;Cartão;5
1736;1736;172,92;08/08/2024 00:00:00;Fatura;3
1737;1737;160,99;08/08/2024 00:00:00;Cartão;3
1738;1738;149,88;08/08/2024 00:00:00;Dinheiro;4
1739;1739;166,54;08/08/2024 00:00:00;Cartão;3
1740;1740;172,9;08/08/2024 00:00:00;Cartão;5
1741;1741;182,6;08/08/2024 00:00:00;Dinheiro;1
1742;1742;222,56;08/08/2024 00:00:00;Fatura;5
1743;1743;142,81;08/08/2024 00:00:00;Fatura;4
1744;1744;139,04;09/08/2024 00:00:00;Cartão;5
1745;1745;162,91;09/08/2024 00:00:00;Cartão;2
1746;1746;164;09/08/2024 00:00:00;Dinheiro;3
1747;1747;155,28;09/08/2024 00:00:00;Cartão;2
1748;1748;155,48;09/08/2024 00:00:00;Dinheiro;3
1749;1749;144,76;09/08/2024 00:00:00;Cartão;5
1750;1750;149,43;09/08/2024 00:00:00;Dinheiro;4
1751;1751;194,23;09/08/2024 00:00:00;Fatura;1
1752;1752;129,17;09/08/2024 00:00:00;Cartão;4
1753;1753;157,6;09/08/2024 00:00:00;Cartão;4
1754;1754;123,88;09/08/2024 00:00:00;Fatura;1
1755;1755;185,96;09/08/2024 00:00:00;Cartão;3
1756;1756;159,07;09/08/2024 00:00:00;Dinheiro;3
1757;1757;166,86;10/08/2024 00:00:00;Dinheiro;2
1758;1758;89,07;10/08/2024 00:00:00;Cartão;5
1759;1759;140,79;10/08/2024 00:00:00;Dinheiro;1
1760;1760;179,76;10/08/2024 00:00:00;Fatura;5
1761;1761;214,5;10/08/2024 00:00:00;Cartão;5
1762;1762;176,14;10/08/2024 00:00:00;Fatura;1
1763;1763;156,52;10/08/2024 00:00:00;Dinheiro;2
1764;1764;196,94;10/08/2024 00:00:00;Dinheiro;2
1765;1765;169,75;10/08/2024 00:00:00;Cartão;4
1766;1766;132,81;10/08/2024 00:00:00;Cartão;5
1767;1767;147,93;11/08/2024 00:00:00;Dinheiro;5
1768;1768;163,32;11/08/2024 00:00:00;Fatura;2
1769;1769;141,49;11/08/2024 00:00:00;Dinheiro;2
1770;1770;170,34;11/08/2024 00:00:00;Dinheiro;5
1771;1771;168,06;11/08/2024 00:00:00;Cartão;5
1772;1772;124,97;11/08/2024 00:00:00;Cartão;3
1773;1773;120,46;11/08/2024 00:00:00;Cartão;3
1774;1774;113,73;11/08/2024 00:00:00;Fatura;3
1775;1775;122,8;11/08/2024 00:00:00;Fatura;1
1776;1776;159,39;11/08/2024 00:00:00;Dinheiro;1
1777;1777;165,41;11/08/2024 00:00:00;Fatura;3
1778;1778;166,73;11/08/2024 00:00:00;Dinheiro;1
1779;1779;149;11/08/2024 00:00:00;Fatura;5
1780;1780;138,81;12/08/2024 00:00:00;Fatura;3
1781;1781;190;12/08/2024 00:00:00;Fatura;2
1782;1782;115,38;12/08/2024 00:00:00;Cartão;4
1783;1783;182,46;12/08/2024 00:00:00;Dinheiro;1
1784;1784;111,3;12/08/2024 00:00:00;Cartão;3
1785;1785;147,88;12/08/2024 00:00:00;Dinheiro;4
1786;1786;142,75;12/08/2024 00:00:00;Fatura;5
1787;1787;146,26;12/08/2024 00:00:00;Fatura;1
1788;1788;180,35;12/08/2024 00:00:00;Dinheiro;3
1789;1789;178,5;12/08/2024 00:00:00;Dinheiro;2
1790;1790;185,4;12/08/2024 00:00:00;Fatura;3
1791;1791;165,04;12/08/2024 00:00:00;Fatura;2
1792;1792;80,28;12/08/2024 00:00:00;Dinheiro;4
1793;1793;165,38;12/08/2024 00:00:00;Cartão;5
1794;1794;140,72;13/08/2024 00:00:00;Cartão;4
1795;1795;178,48;13/08/2024 00:00:00;Fatura;5
1796;1796;195,86;13/08/2024 00:00:00;Dinheiro;1
1797;1797;153,78;13/08/2024 00:00:00;Fatura;5
1798;1798;152,45;13/08/2024 00:00:00;Dinheiro;4
1799;1799;187,1;13/08/2024 00:00:00;Fatura;1
1800;1800;112,03;13/08/2024 00:00:00;Dinheiro;5
1801;1801;155,63;13/08/2024 00:00:00;Fatura;3
1802;1802;158,09;13/08/2024 00:00:00;Fatura;3
1803;1803;148,28;13/08/2024 00:00:00;Cartão;3
1804;1804;184,19;14/08/2024 00:00:00;Dinheiro;4
1805;1805;153,35;14/08/2024 00:00:00;Dinheiro;3
1806;1806;149,66;14/08/2024 00:00:00;Dinheiro;2
1807;1807;116,16;14/08/2024 00:00:00;Dinheiro;4
1808;1808;209,96;14/08/2024 00:00:00;Dinheiro;5
1809;1809;155,25;14/08/2024 00:00:00;Cartão;2
1810;1810;151,55;14/08/2024 00:00:00;Cartão;3
